LAMMPS data file via write_data, version 20 Nov 2019, timestep = 2000000

1020 atoms
3 atom types

0.0000000000000000e+00 4.1702882811414952e+01 xlo xhi
-5.2128603514268690e+00 4.7958315233127195e+01 ylo yhi
-2.0851441405707477e-01 2.0851441405707477e-01 zlo zhi

Masses

1 1
2 1
3 1

Atoms # atomic

37 2 5.2151248382124393e-01 -4.1702882811414952e+00 0.0000000000000000e+00 -14 0 0
77 2 5.2151248382124393e-01 -2.0851441405707476e+00 0.0000000000000000e+00 -14 0 0
117 2 5.2151248382124393e-01 0.0000000000000000e+00 0.0000000000000000e+00 -14 0 0
9 2 1.5640845541090860e+00 -5.2128603514268690e+00 0.0000000000000000e+00 -14 0 0
38 2 1.5640845541090860e+00 -3.1277162108561214e+00 0.0000000000000000e+00 -14 0 0
78 2 1.5640845541090860e+00 -1.0425720702853738e+00 0.0000000000000000e+00 -14 0 0
39 2 2.6066566243978557e+00 -4.1702882811414952e+00 0.0000000000000000e+00 -14 0 0
79 2 2.6066566243978557e+00 -2.0851441405707476e+00 0.0000000000000000e+00 -14 0 0
119 2 2.6066566243978557e+00 0.0000000000000000e+00 0.0000000000000000e+00 -14 0 0
10 2 3.6492286946888615e+00 -5.2128603514268690e+00 0.0000000000000000e+00 -14 0 0
40 2 3.6492286946888615e+00 -3.1277162108561214e+00 0.0000000000000000e+00 -14 0 0
80 2 3.6492286946888615e+00 -1.0425720702853738e+00 0.0000000000000000e+00 -14 0 0
41 2 4.6918007649758611e+00 -4.1702882811414952e+00 0.0000000000000000e+00 -14 0 0
81 2 4.6918007649758611e+00 -2.0851441405707476e+00 0.0000000000000000e+00 -14 0 0
121 2 4.6918007649758611e+00 0.0000000000000000e+00 0.0000000000000000e+00 -14 0 0
11 2 5.7343728352615129e+00 -5.2128603514268690e+00 0.0000000000000000e+00 -14 0 0
42 2 5.7343728352615129e+00 -3.1277162108561214e+00 0.0000000000000000e+00 -14 0 0
82 2 5.7343728352615129e+00 -1.0425720702853738e+00 0.0000000000000000e+00 -14 0 0
43 2 6.7769449055484268e+00 -4.1702882811414952e+00 0.0000000000000000e+00 -14 0 0
83 2 6.7769449055484268e+00 -2.0851441405707476e+00 0.0000000000000000e+00 -14 0 0
123 2 6.7769449055484268e+00 0.0000000000000000e+00 0.0000000000000000e+00 -14 0 0
12 2 7.8195169758341638e+00 -5.2128603514268690e+00 0.0000000000000000e+00 -14 0 0
44 2 7.8195169758341638e+00 -3.1277162108561214e+00 0.0000000000000000e+00 -14 0 0
84 2 7.8195169758341638e+00 -1.0425720702853738e+00 0.0000000000000000e+00 -14 0 0
45 2 8.8620890461202606e+00 -4.1702882811414952e+00 0.0000000000000000e+00 -14 0 0
85 2 8.8620890461202606e+00 -2.0851441405707476e+00 0.0000000000000000e+00 -14 0 0
125 2 8.8620890461202606e+00 0.0000000000000000e+00 0.0000000000000000e+00 -14 0 0
13 2 9.9046611164060057e+00 -5.2128603514268690e+00 0.0000000000000000e+00 -14 0 0
46 2 9.9046611164060057e+00 -3.1277162108561214e+00 0.0000000000000000e+00 -14 0 0
86 2 9.9046611164060057e+00 -1.0425720702853738e+00 0.0000000000000000e+00 -14 0 0
167 1 9.9012579610190699e+00 6.9410937541496409e-03 0.0000000000000000e+00 -14 0 0
47 2 1.0947233186692088e+01 -4.1702882811414952e+00 0.0000000000000000e+00 -14 0 0
87 2 1.0947233186692088e+01 -2.0851441405707476e+00 0.0000000000000000e+00 -14 0 0
127 2 1.0947233186692088e+01 0.0000000000000000e+00 0.0000000000000000e+00 -14 0 0
14 2 1.1989805256978414e+01 -5.2128603514268690e+00 0.0000000000000000e+00 -14 0 0
48 2 1.1989805256978414e+01 -3.1277162108561214e+00 0.0000000000000000e+00 -14 0 0
88 2 1.1989805256978414e+01 -1.0425720702853738e+00 0.0000000000000000e+00 -14 0 0
49 2 1.3032377327264541e+01 -4.1702882811414952e+00 0.0000000000000000e+00 -14 0 0
89 2 1.3032377327264541e+01 -2.0851441405707476e+00 0.0000000000000000e+00 -14 0 0
129 2 1.3032377327264541e+01 0.0000000000000000e+00 0.0000000000000000e+00 -14 0 0
15 2 1.4074949397550354e+01 -5.2128603514268690e+00 0.0000000000000000e+00 -14 0 0
50 2 1.4074949397550354e+01 -3.1277162108561214e+00 0.0000000000000000e+00 -14 0 0
90 2 1.4074949397550354e+01 -1.0425720702853738e+00 0.0000000000000000e+00 -14 0 0
130 1 1.4106748435365063e+01 9.6101248844638221e-02 0.0000000000000000e+00 -14 0 0
51 2 1.5117521467836337e+01 -4.1702882811414952e+00 0.0000000000000000e+00 -14 0 0
91 2 1.5117521467836337e+01 -2.0851441405707476e+00 0.0000000000000000e+00 -14 0 0
131 2 1.5117521467836337e+01 0.0000000000000000e+00 0.0000000000000000e+00 -14 0 0
16 2 1.6160093538099293e+01 -5.2128603514268690e+00 0.0000000000000000e+00 -14 0 0
52 2 1.6160093538099293e+01 -3.1277162108561214e+00 0.0000000000000000e+00 -14 0 0
92 2 1.6160093538099293e+01 -1.0425720702853738e+00 0.0000000000000000e+00 -14 0 0
53 2 1.7202665608348628e+01 -4.1702882811414952e+00 0.0000000000000000e+00 -14 0 0
93 2 1.7202665608348628e+01 -2.0851441405707476e+00 0.0000000000000000e+00 -14 0 0
133 2 1.7202665608348628e+01 0.0000000000000000e+00 0.0000000000000000e+00 -14 0 0
17 2 1.8245237678598535e+01 -5.2128603514268690e+00 0.0000000000000000e+00 -14 0 0
54 2 1.8245237678598535e+01 -3.1277162108561214e+00 0.0000000000000000e+00 -14 0 0
94 2 1.8245237678598535e+01 -1.0425720702853738e+00 0.0000000000000000e+00 -14 0 0
55 2 1.9287809748847916e+01 -4.1702882811414952e+00 0.0000000000000000e+00 -14 0 0
95 2 1.9287809748847916e+01 -2.0851441405707476e+00 0.0000000000000000e+00 -14 0 0
135 2 1.9287809748847916e+01 0.0000000000000000e+00 0.0000000000000000e+00 -14 0 0
18 2 2.0330381819097038e+01 -5.2128603514268690e+00 0.0000000000000000e+00 -14 0 0
56 2 2.0330381819097038e+01 -3.1277162108561214e+00 0.0000000000000000e+00 -14 0 0
96 2 2.0330381819097038e+01 -1.0425720702853738e+00 0.0000000000000000e+00 -14 0 0
57 2 2.1372953889346594e+01 -4.1702882811414952e+00 0.0000000000000000e+00 -14 0 0
97 2 2.1372953889346594e+01 -2.0851441405707476e+00 0.0000000000000000e+00 -14 0 0
137 2 2.1372953889346594e+01 0.0000000000000000e+00 0.0000000000000000e+00 -14 0 0
19 2 2.2415525959595186e+01 -5.2128603514268690e+00 0.0000000000000000e+00 -14 0 0
58 2 2.2415525959595186e+01 -3.1277162108561214e+00 0.0000000000000000e+00 -14 0 0
98 2 2.2415525959595186e+01 -1.0425720702853738e+00 0.0000000000000000e+00 -14 0 0
59 2 2.3458098029844951e+01 -4.1702882811414952e+00 0.0000000000000000e+00 -14 0 0
99 2 2.3458098029844951e+01 -2.0851441405707476e+00 0.0000000000000000e+00 -14 0 0
139 2 2.3458098029844951e+01 0.0000000000000000e+00 0.0000000000000000e+00 -14 0 0
20 2 2.4500670100093277e+01 -5.2128603514268690e+00 0.0000000000000000e+00 -14 0 0
60 2 2.4500670100093277e+01 -3.1277162108561214e+00 0.0000000000000000e+00 -14 0 0
100 2 2.4500670100093277e+01 -1.0425720702853738e+00 0.0000000000000000e+00 -14 0 0
21 2 2.5543242170354421e+01 -4.1702882811414952e+00 0.0000000000000000e+00 -15 0 0
61 2 2.5543242170354421e+01 -2.0851441405707476e+00 0.0000000000000000e+00 -15 0 0
101 2 2.5543242170354421e+01 0.0000000000000000e+00 0.0000000000000000e+00 -15 0 0
1 2 2.6585814240636115e+01 -5.2128603514268690e+00 0.0000000000000000e+00 -15 0 0
22 2 2.6585814240636115e+01 -3.1277162108561214e+00 0.0000000000000000e+00 -15 0 0
62 2 2.6585814240636115e+01 -1.0425720702853738e+00 0.0000000000000000e+00 -15 0 0
23 2 2.7628386310917193e+01 -4.1702882811414952e+00 0.0000000000000000e+00 -15 0 0
63 2 2.7628386310917193e+01 -2.0851441405707476e+00 0.0000000000000000e+00 -15 0 0
103 2 2.7628386310917193e+01 0.0000000000000000e+00 0.0000000000000000e+00 -15 0 0
2 2 2.8670958381196868e+01 -5.2128603514268690e+00 0.0000000000000000e+00 -15 0 0
24 2 2.8670958381196868e+01 -3.1277162108561214e+00 0.0000000000000000e+00 -15 0 0
64 2 2.8670958381196868e+01 -1.0425720702853738e+00 0.0000000000000000e+00 -15 0 0
25 2 2.9713530451479613e+01 -4.1702882811414952e+00 0.0000000000000000e+00 -15 0 0
65 2 2.9713530451479613e+01 -2.0851441405707476e+00 0.0000000000000000e+00 -15 0 0
